Team1,Team2,Winner,Loser,Margin,Ground,Date,Scorecard,MatchCount,Country,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,18 runs,Melbourne,1/18/1996,ODI # 1041,1041,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,9 runs,Sydney,1/20/1996,ODI # 1043,1043,Australia,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,6 wickets,Colombo (SSC),2/21/1996,ODI # 1055,1055,Sri Lanka,Sri Lanka
India,Sri Lanka,Sri Lanka,India,6 wickets,Delhi,3/2/1996,ODI # 1070,1070,India,Sri Lanka
Sri Lanka,Kenya,Sri Lanka,Kenya,144 runs,Kandy,3/6/1996,ODI # 1074,1074,Sri Lanka,Sri Lanka
England,Sri Lanka,Sri Lanka,England,5 wickets,Faisalabad,3/9/1996,ODI # 1077,1077,Pakistan,Sri Lanka
India,Sri Lanka,Sri Lanka,India,,Eden Gardens,3/13/1996,ODI # 1081,1081,India,Sri Lanka
Australia,Sri Lanka,Sri Lanka,Australia,7 wickets,Lahore,3/17/1996,ODI # 1083,1083,Pakistan,Sri Lanka
Pakistan,Sri Lanka,no result,Pakistan,,Singapore,4/1/1996,ODI # 1087,1087,Singapore,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,34 runs,Singapore,4/2/1996,ODI # 1088,1088,Singapore,Sri Lanka
India,Sri Lanka,India,Sri Lanka,12 runs,Singapore,4/3/1996,ODI # 1089,1089,Singapore,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,43 runs,Singapore,4/7/1996,ODI # 1093,1093,Singapore,Sri Lanka
West Indies,Sri Lanka,Sri Lanka,West Indies,35 runs,Port of Spain,4/13/1996,ODI # 1096,1096,West Indies,Sri Lanka
Sri Lanka,India,Sri Lanka,India,9 wickets,Colombo (RPS),8/28/1996,ODI # 1106,1106,Sri Lanka,Sri Lanka
Sri Lanka,Australia,Sri Lanka,Australia,4 wickets,Colombo (RPS),8/30/1996,ODI # 1108,1108,Sri Lanka,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,6 wickets,Colombo (SSC),9/3/1996,ODI # 1112,1112,Sri Lanka,Sri Lanka
Sri Lanka,Australia,Sri Lanka,Australia,50 runs,Colombo (RPS),9/7/1996,ODI # 1114,1114,Sri Lanka,Sri Lanka
Kenya,Sri Lanka,Sri Lanka,Kenya,7 wickets,Nairobi (Gym),9/28/1996,ODI # 1120,1120,Kenya,Sri Lanka
South Africa,Sri Lanka,Sri Lanka,South Africa,2 wickets,Nairobi (Club),10/1/1996,ODI # 1122,1122,Kenya,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,82 runs,Nairobi (Gym),10/4/1996,ODI # 1125,1125,Kenya,Sri Lanka
New Zealand,Sri Lanka,New Zealand,Sri Lanka,29 runs,Sharjah,11/7/1996,ODI # 1139,1139,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,75 runs,Sharjah,11/8/1996,ODI # 1140,1140,United Arab Emirates,Sri Lanka
New Zealand,Sri Lanka,tied,New Zealand,,Sharjah,11/11/1996,ODI # 1142,1142,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,8 wickets,Sharjah,11/12/1996,ODI # 1143,1143,United Arab Emirates,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,6 wickets,Christchurch,3/25/1997,ODI # 1184,1184,New Zealand,Sri Lanka
New Zealand,Sri Lanka,New Zealand,Sri Lanka,69 runs,Wellington,3/27/1997,ODI # 1185,1185,New Zealand,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,7 wickets,Sharjah,4/3/1997,ODI # 1189,1189,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,19 runs,Sharjah,4/4/1997,ODI # 1190,1190,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,51 runs,Sharjah,4/7/1997,ODI # 1193,1193,United Arab Emirates,Sri Lanka
Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,50 runs,Sharjah,4/8/1997,ODI # 1194,1194,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,4 wickets,Sharjah,4/11/1997,ODI # 1198,1198,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,30 runs,Gwalior,5/12/1997,ODI # 1205,1205,India,Sri Lanka
India,Sri Lanka,Sri Lanka,India,5 wickets,Wankhede,5/17/1997,ODI # 1207,1207,India,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,52 runs,Hyderabad (Deccan),5/20/1997,ODI # 1208,1208,India,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,115 runs,Mohali,5/24/1997,ODI # 1212,1212,India,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,85 runs,Eden Gardens,5/27/1997,ODI # 1214,1214,India,Sri Lanka
West Indies,Sri Lanka,West Indies,Sri Lanka,35 runs,Port of Spain,6/6/1997,ODI # 1215,1215,West Indies,Sri Lanka
Sri Lanka,Pakistan,Sri Lanka,Pakistan,15 runs,Colombo (RPS),7/14/1997,ODI # 1216,1216,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,6 wickets,Colombo (RPS),7/18/1997,ODI # 1218,1218,Sri Lanka,Sri Lanka
Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,103 runs,Colombo (SSC),7/22/1997,ODI # 1220,1220,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,8 wickets,Colombo (RPS),7/26/1997,ODI # 1222,1222,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,2 runs,Colombo (RPS),8/17/1997,ODI # 1223,1223,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,7 wickets,Colombo (RPS),8/20/1997,ODI # 1224,1224,Sri Lanka,Sri Lanka
Sri Lanka,India,no result,Sri Lanka,,Colombo (SSC),8/23/1997,ODI # 1225,1225,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,9 runs,Colombo (SSC),8/24/1997,ODI # 1226,1226,Sri Lanka,Sri Lanka
Sri Lanka,West Indies,Sri Lanka,West Indies,7 wickets,Lahore,11/1/1997,ODI # 1247,1247,Pakistan,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,8 wickets,Lahore,11/5/1997,ODI # 1251,1251,Pakistan,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,66 runs,Lahore,11/6/1997,ODI # 1252,1252,Pakistan,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,4 wickets,Lahore,11/8/1997,ODI # 1253,1253,Pakistan,Sri Lanka
India,Sri Lanka,India,Sri Lanka,7 wickets,Guwahati,12/22/1997,ODI # 1267,1267,India,Sri Lanka
India,Sri Lanka,no result,India,,Indore,12/25/1997,ODI # 1268,1268,India,Sri Lanka
India,Sri Lanka,Sri Lanka,India,5 wickets,Margao,12/28/1997,ODI # 1269,1269,India,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,5 wickets,Colombo (SSC),1/22/1998,ODI # 1282,1282,Sri Lanka,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,5 wickets,Colombo (RPS),1/24/1998,ODI # 1284,1284,Sri Lanka,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,4 wickets,Colombo (SSC),1/26/1998,ODI # 1286,1286,Sri Lanka,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,57 runs,Johannesburg,4/5/1998,ODI # 1306,1306,South Africa,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,4 wickets,Kimberley,4/7/1998,ODI # 1309,1309,South Africa,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,110 runs,Paarl,4/9/1998,ODI # 1312,1312,South Africa,Sri Lanka
South Africa,Sri Lanka,Sri Lanka,South Africa,6 wickets,Gqeberha,4/13/1998,ODI # 1315,1315,South Africa,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,115 runs,Benoni,4/15/1998,ODI # 1317,1317,South Africa,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,5 wickets,Bloemfontein,4/19/1998,ODI # 1321,1321,South Africa,Sri Lanka
Sri Lanka,India,India,Sri Lanka,8 wickets,Colombo (RPS),6/19/1998,ODI # 1338,1338,Sri Lanka,Sri Lanka
Sri Lanka,New Zealand,Sri Lanka,New Zealand,7 wickets,Colombo (RPS),6/21/1998,ODI # 1339,1339,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,8 runs,Colombo (SSC),7/1/1998,ODI # 1341,1341,Sri Lanka,Sri Lanka
Sri Lanka,New Zealand,Sri Lanka,New Zealand,87 runs,Colombo (SSC),7/5/1998,ODI # 1343,1343,Sri Lanka,Sri Lanka
Sri Lanka,India,India,Sri Lanka,6 runs,Colombo (RPS),7/7/1998,ODI # 1344,1344,Sri Lanka,Sri Lanka
South Africa,Sri Lanka,Sri Lanka,South Africa,57 runs,Nottingham,8/14/1998,ODI # 1345,1345,England,Sri Lanka
England,Sri Lanka,England,Sri Lanka,36 runs,Lord's,8/16/1998,ODI # 1346,1346,England,Sri Lanka
England,Sri Lanka,Sri Lanka,England,5 wickets,Lord's,8/20/1998,ODI # 1348,1348,England,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,5 wickets,Dhaka,10/26/1998,ODI # 1359,1359,Bangladesh,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,92 runs,Dhaka,10/30/1998,ODI # 1362,1362,Bangladesh,Sri Lanka
India,Sri Lanka,India,Sri Lanka,3 wickets,Sharjah,11/6/1998,ODI # 1366,1366,United Arab Emirates,Sri Lanka
Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,7 wickets,Sharjah,11/7/1998,ODI # 1367,1367,United Arab Emirates,Sri Lanka
India,Sri Lanka,India,Sri Lanka,81 runs,Sharjah,11/9/1998,ODI # 1370,1370,United Arab Emirates,Sri Lanka
Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,24 runs,Sharjah,11/10/1998,ODI # 1372,1372,United Arab Emirates,Sri Lanka
England,Sri Lanka,England,Sri Lanka,4 wickets,Brisbane,1/11/1999,ODI # 1380,1380,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,8 wickets,Sydney,1/13/1999,ODI # 1382,1382,Australia,Sri Lanka
England,Sri Lanka,England,Sri Lanka,7 wickets,Melbourne,1/19/1999,ODI # 1388,1388,Australia,Sri Lanka
Australia,Sri Lanka,Sri Lanka,Australia,3 wickets,Hobart,1/21/1999,ODI # 1389,1389,Australia,Sri Lanka
England,Sri Lanka,Sri Lanka,England,1 wicket,Adelaide,1/23/1999,ODI # 1391,1391,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,80 runs,Adelaide,1/24/1999,ODI # 1392,1392,Australia,Sri Lanka
England,Sri Lanka,England,Sri Lanka,128 runs,Perth,1/29/1999,ODI # 1396,1396,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,45 runs,Perth,1/31/1999,ODI # 1398,1398,Australia,Sri Lanka
England,Sri Lanka,Sri Lanka,England,11 runs,Sydney,2/3/1999,ODI # 1400,1400,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,43 runs,Melbourne,2/7/1999,ODI # 1403,1403,Australia,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,9 runs,Jamshedpur,3/19/1999,ODI # 1411,1411,India,Sri Lanka
India,Sri Lanka,India,Sri Lanka,80 runs,Nagpur,3/22/1999,ODI # 1415,1415,India,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,12 runs,Visakhapatnam,3/27/1999,ODI # 1423,1423,India,Sri Lanka
India,Sri Lanka,India,Sri Lanka,51 runs,Pune,3/30/1999,ODI # 1426,1426,India,Sri Lanka
England,Sri Lanka,England,Sri Lanka,8 wickets,Lord's,5/14/1999,ODI # 1443,1443,England,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,89 runs,Northampton,5/19/1999,ODI # 1451,1451,England,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,4 wickets,Worcester,5/22/1999,ODI # 1456,1456,England,Sri Lanka
India,Sri Lanka,India,Sri Lanka,157 runs,Taunton,5/26/1999,ODI # 1463,1463,England,Sri Lanka
Kenya,Sri Lanka,Sri Lanka,Kenya,45 runs,Southampton,5/30/1999,ODI # 1469,1469,England,Sri Lanka
Sri Lanka,Australia,Australia,Sri Lanka,50 runs,Galle,8/22/1999,ODI # 1485,1485,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,7 wickets,Colombo (RPS),8/25/1999,ODI # 1487,1487,Sri Lanka,Sri Lanka
Sri Lanka,Australia,Australia,Sri Lanka,27 runs,Colombo (RPS),8/26/1999,ODI # 1488,1488,Sri Lanka,Sri Lanka
Sri Lanka,India,India,Sri Lanka,23 runs,Colombo (SSC),8/29/1999,ODI # 1490,1490,Sri Lanka,Sri Lanka
Sri Lanka,Australia,Sri Lanka,Australia,8 wickets,Colombo (RPS),8/31/1999,ODI # 1491,1491,Sri Lanka,Sri Lanka
Sri Lanka,West Indies,West Indies,Sri Lanka,3 wickets,Sharjah,10/13/1999,ODI # 1512,1512,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,tied,Pakistan,,Sharjah,10/15/1999,ODI # 1514,1514,United Arab Emirates,Sri Lanka
Sri Lanka,West Indies,Sri Lanka,West Indies,9 wickets,Sharjah,10/17/1999,ODI # 1515,1515,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,118 runs,Sharjah,10/18/1999,ODI # 1516,1516,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,88 runs,Sharjah,10/22/1999,ODI # 1519,1519,United Arab Emirates,Sri Lanka
Zimbabwe,Sri Lanka,no result,Zimbabwe,,Bulawayo,12/11/1999,ODI # 1527,1527,Zimbabwe,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,13 runs,Bulawayo,12/12/1999,ODI # 1528,1528,Zimbabwe,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,98 runs,Harare,12/15/1999,ODI # 1529,1529,Zimbabwe,Sri Lanka
Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,6 wickets,Harare,12/18/1999,ODI # 1530,1530,Zimbabwe,Sri Lanka
Zimbabwe,Sri Lanka,Zimbabwe,Sri Lanka,6 wickets,Harare,12/19/1999,ODI # 1531,1531,Zimbabwe,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,29 runs,Karachi,2/13/2000,ODI # 1559,1559,Pakistan,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,34 runs,Gujranwala,2/16/2000,ODI # 1561,1561,Pakistan,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,104 runs,Lahore,2/19/2000,ODI # 1566,1566,Pakistan,Sri Lanka
Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,9 wickets,Dhaka,5/29/2000,ODI # 1596,1596,Bangladesh,Sri Lanka
India,Sri Lanka,Sri Lanka,India,71 runs,Dhaka,6/1/2000,ODI # 1598,1598,Bangladesh,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,7 wickets,Dhaka,6/5/2000,ODI # 1601,1601,Bangladesh,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,39 runs,Dhaka,6/7/2000,ODI # 1602,1602,Bangladesh,Sri Lanka
Sri Lanka,Pakistan,Sri Lanka,Pakistan,5 wickets,Galle,7/5/2000,ODI # 1603,1603,Sri Lanka,Sri Lanka
Sri Lanka,South Africa,Sri Lanka,South Africa,37 runs,Galle,7/6/2000,ODI # 1604,1604,Sri Lanka,Sri Lanka
Sri Lanka,Pakistan,Sri Lanka,Pakistan,6 wickets,Colombo (RPS),7/9/2000,ODI # 1608,1608,Sri Lanka,Sri Lanka
Sri Lanka,South Africa,Sri Lanka,South Africa,8 wickets,Colombo (SSC),7/11/2000,ODI # 1610,1610,Sri Lanka,Sri Lanka
Sri Lanka,South Africa,Sri Lanka,South Africa,30 runs,Colombo (RPS),7/14/2000,ODI # 1614,1614,Sri Lanka,Sri Lanka
Sri Lanka,West Indies,Sri Lanka,West Indies,108 runs,Nairobi (Gym),10/4/2000,ODI # 1631,1631,Kenya,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,9 wickets,Nairobi (Gym),10/8/2000,ODI # 1634,1634,Kenya,Sri Lanka
India,Sri Lanka,Sri Lanka,India,5 wickets,Sharjah,10/20/2000,ODI # 1640,1640,United Arab Emirates,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,7 wickets,Sharjah,10/21/2000,ODI # 1642,1642,United Arab Emirates,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,123 runs,Sharjah,10/25/2000,ODI # 1646,1646,United Arab Emirates,Sri Lanka
India,Sri Lanka,Sri Lanka,India,68 runs,Sharjah,10/27/2000,ODI # 1650,1650,United Arab Emirates,Sri Lanka
India,Sri Lanka,Sri Lanka,India,245 runs,Sharjah,10/29/2000,ODI # 1652,1652,United Arab Emirates,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,4 wickets,Gqeberha,12/15/2000,ODI # 1661,1661,South Africa,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,95 runs,East London,12/17/2000,ODI # 1662,1662,South Africa,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,8 wickets,Paarl,1/9/2001,ODI # 1666,1666,South Africa,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,99 runs,Cape Town,1/11/2001,ODI # 1668,1668,South Africa,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,5 wickets,Bloemfontein,1/14/2001,ODI # 1671,1671,South Africa,Sri Lanka
South Africa,Sri Lanka,Sri Lanka,South Africa,4 runs,Johannesburg,1/17/2001,ODI # 1673,1673,South Africa,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,61 runs,Napier,1/31/2001,ODI # 1680,1680,New Zealand,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,3 wickets,Wellington,2/3/2001,ODI # 1682,1682,New Zealand,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,9 wickets,Auckland,2/6/2001,ODI # 1684,1684,New Zealand,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,3 runs,Hamilton,2/8/2001,ODI # 1686,1686,New Zealand,Sri Lanka
New Zealand,Sri Lanka,New Zealand,Sri Lanka,13 runs,Christchurch,2/11/2001,ODI # 1688,1688,New Zealand,Sri Lanka
Sri Lanka,England,Sri Lanka,England,5 wickets,Dambulla,3/23/2001,ODI # 1694,1694,Sri Lanka,Sri Lanka
Sri Lanka,England,Sri Lanka,England,66 runs,Colombo (RPS),3/25/2001,ODI # 1695,1695,Sri Lanka,Sri Lanka
Sri Lanka,England,Sri Lanka,England,10 wickets,Colombo (SSC),3/27/2001,ODI # 1697,1697,Sri Lanka,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,16 runs,Sharjah,4/8/2001,ODI # 1704,1704,United Arab Emirates,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,106 runs,Sharjah,4/10/2001,ODI # 1705,1705,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,28 runs,Sharjah,4/13/2001,ODI # 1708,1708,United Arab Emirates,Sri Lanka
New Zealand,Sri Lanka,New Zealand,Sri Lanka,79 runs,Sharjah,4/17/2001,ODI # 1710,1710,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,77 runs,Sharjah,4/20/2001,ODI # 1711,1711,United Arab Emirates,Sri Lanka
Sri Lanka,New Zealand,Sri Lanka,New Zealand,16 runs,Colombo (RPS),7/18/2001,ODI # 1735,1735,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,6 runs,Colombo (RPS),7/22/2001,ODI # 1737,1737,Sri Lanka,Sri Lanka
Sri Lanka,New Zealand,Sri Lanka,New Zealand,5 wickets,Colombo (RPS),7/25/2001,ODI # 1738,1738,Sri Lanka,Sri Lanka
Sri Lanka,India,India,Sri Lanka,7 wickets,Colombo (RPS),7/28/2001,ODI # 1740,1740,Sri Lanka,Sri Lanka
Sri Lanka,New Zealand,Sri Lanka,New Zealand,106 runs,Colombo (SSC),7/31/2001,ODI # 1741,1741,Sri Lanka,Sri Lanka
Sri Lanka,India,India,Sri Lanka,46 runs,Colombo (SSC),8/1/2001,ODI # 1742,1742,Sri Lanka,Sri Lanka
Sri Lanka,India,Sri Lanka,India,121 runs,Colombo (RPS),8/5/2001,ODI # 1744,1744,Sri Lanka,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,63 runs,Sharjah,10/26/2001,ODI # 1765,1765,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,7 wickets,Sharjah,10/27/2001,ODI # 1767,1767,United Arab Emirates,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,79 runs,Sharjah,10/30/2001,ODI # 1769,1769,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,7 wickets,Sharjah,11/2/2001,ODI # 1771,1771,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,5 wickets,Sharjah,11/4/2001,ODI # 1772,1772,United Arab Emirates,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,9 wickets,Colombo (SSC),12/8/2001,ODI # 1776,1776,Sri Lanka,Sri Lanka
Sri Lanka,West Indies,West Indies,Sri Lanka,49 runs,Colombo (RPS),12/11/2001,ODI # 1778,1778,Sri Lanka,Sri Lanka
Sri Lanka,Zimbabwe,Sri Lanka,Zimbabwe,59 runs,Colombo (RPS),12/12/2001,ODI # 1779,1779,Sri Lanka,Sri Lanka
Sri Lanka,West Indies,Sri Lanka,West Indies,8 wickets,Kandy,12/15/2001,ODI # 1780,1780,Sri Lanka,Sri Lanka
Sri Lanka,West Indies,Sri Lanka,West Indies,34 runs,Colombo (RPS),12/19/2001,ODI # 1782,1782,Sri Lanka,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,41 runs,Sharjah,4/8/2002,ODI # 1825,1825,United Arab Emirates,Sri Lanka
New Zealand,Sri Lanka,New Zealand,Sri Lanka,11 runs,Sharjah,4/9/2002,ODI # 1826,1826,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,9 runs,Sharjah,4/12/2002,ODI # 1829,1829,United Arab Emirates,Sri Lanka
New Zealand,Sri Lanka,Sri Lanka,New Zealand,46 runs,Sharjah,4/14/2002,ODI # 1830,1830,United Arab Emirates,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,217 runs,Sharjah,4/17/2002,ODI # 1832,1832,United Arab Emirates,Sri Lanka
England,Sri Lanka,England,Sri Lanka,44 runs,Nottingham,6/27/2002,ODI # 1847,1847,England,Sri Lanka
India,Sri Lanka,India,Sri Lanka,4 wickets,The Oval,6/30/2002,ODI # 1849,1849,England,Sri Lanka
England,Sri Lanka,England,Sri Lanka,3 wickets,Leeds,7/2/2002,ODI # 1850,1850,England,Sri Lanka
India,Sri Lanka,India,Sri Lanka,4 wickets,Birmingham,7/6/2002,ODI # 1852,1852,England,Sri Lanka
England,Sri Lanka,Sri Lanka,England,23 runs,Manchester,7/7/2002,ODI # 1853,1853,England,Sri Lanka
India,Sri Lanka,India,Sri Lanka,63 runs,Bristol,7/11/2002,ODI # 1855,1855,England,Sri Lanka
Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,5 wickets,Colombo (SSC),8/4/2002,ODI # 1857,1857,Sri Lanka,Sri Lanka
Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,8 wickets,Colombo (SSC),8/5/2002,ODI # 1858,1858,Sri Lanka,Sri Lanka
Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,58 runs,Colombo (RPS),8/7/2002,ODI # 1859,1859,Sri Lanka,Sri Lanka
Pakistan,Sri Lanka,Pakistan,Sri Lanka,28 runs,Tangier,8/14/2002,ODI # 1861,1861,Morocco,Sri Lanka
South Africa,Sri Lanka,Sri Lanka,South Africa,93 runs,Tangier,8/15/2002,ODI # 1862,1862,Morocco,Sri Lanka
Pakistan,Sri Lanka,Sri Lanka,Pakistan,39 runs,Tangier,8/17/2002,ODI # 1863,1863,Morocco,Sri Lanka
South Africa,Sri Lanka,Sri Lanka,South Africa,6 wickets,Tangier,8/19/2002,ODI # 1865,1865,Morocco,Sri Lanka
South Africa,Sri Lanka,Sri Lanka,South Africa,27 runs,Tangier,8/21/2002,ODI # 1866,1866,Morocco,Sri Lanka
Sri Lanka,Pakistan,Sri Lanka,Pakistan,8 wickets,Colombo (RPS),9/12/2002,ODI # 1874,1874,Sri Lanka,Sri Lanka
Sri Lanka,Netherlands,Sri Lanka,Netherlands,206 runs,Colombo (RPS),9/16/2002,ODI # 1878,1878,Sri Lanka,Sri Lanka
Sri Lanka,Australia,Sri Lanka,Australia,7 wickets,Colombo (RPS),9/27/2002,ODI # 1887,1887,Sri Lanka,Sri Lanka
Sri Lanka,India,no result,Sri Lanka,,Colombo (RPS),9/29/2002,ODI # 1888,1888,Sri Lanka,Sri Lanka
Sri Lanka,India,no result,Sri Lanka,,Colombo (RPS),9/30/2002,ODI # 1889,1889,Sri Lanka,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,6 wickets,Johannesburg,11/27/2002,ODI # 1903,1903,South Africa,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,177 runs,Centurion,11/29/2002,ODI # 1905,1905,South Africa,Sri Lanka
South Africa,Sri Lanka,Sri Lanka,South Africa,7 wickets,Benoni,12/1/2002,ODI # 1908,1908,South Africa,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,8 wickets,Kimberley,12/4/2002,ODI # 1911,1911,South Africa,Sri Lanka
South Africa,Sri Lanka,South Africa,Sri Lanka,6 wickets,Bloemfontein,12/6/2002,ODI # 1912,1912,South Africa,Sri Lanka
England,Sri Lanka,England,Sri Lanka,43 runs,Brisbane,12/17/2002,ODI # 1922,1922,Australia,Sri Lanka
England,Sri Lanka,England,Sri Lanka,95 runs,Perth,12/20/2002,ODI # 1924,1924,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,142 runs,Perth,12/22/2002,ODI # 1925,1925,Australia,Sri Lanka
Australia,Sri Lanka,Sri Lanka,Australia,79 runs,Sydney,1/9/2003,ODI # 1931,1931,Australia,Sri Lanka
England,Sri Lanka,Sri Lanka,England,31 runs,Sydney,1/13/2003,ODI # 1934,1934,Australia,Sri Lanka
Australia,Sri Lanka,Australia,Sri Lanka,4 wickets,Brisbane,1/15/2003,ODI # 1936,1936,Australia,Sri Lanka
England,Sri Lanka,England,Sri Lanka,19 runs,Adelaide,1/17/2003,ODI # 1937,1937,Australia,Sri Lanka
